Sample in Buffer,Sample in Window,TRIGGER,FMsignal_sys_scaled[31:0],I_FIR_data_tvalid,I_FIR2_data_tvalid,Dac_Out_Sig[11:0]
10241,10241,0,-111513995,0,0,1922
10242,10242,0,-111513995,0,0,1922
10243,10243,0,-111513995,0,0,1922
10244,10244,0,-111513995,0,0,1922
10245,10245,0,-111513995,0,0,1922
10246,10246,0,-111513995,0,0,1922
10247,10247,0,-111513995,0,0,1922
10248,10248,0,-111513995,0,0,1922
10249,10249,0,-111513995,1,0,1922
10250,10250,0,-111513995,0,0,1922
10251,10251,0,-111513995,0,0,1922
10252,10252,0,-111513995,0,0,1922
10253,10253,0,-111513995,0,0,1922
10254,10254,0,-111513995,0,0,1922
10255,10255,0,-111513995,0,0,1922
10256,10256,0,-111513995,0,0,1922
10257,10257,0,-111513995,0,0,1922
10258,10258,0,-111513995,0,0,1922
10259,10259,0,-111513995,0,0,1922
10260,10260,0,-111513995,0,0,1922
10261,10261,0,-111513995,0,0,1922
10262,10262,0,-111513995,0,0,1922
10263,10263,0,-111513995,0,0,1922
10264,10264,0,-111513995,0,0,1922
10265,10265,0,-111513995,0,0,1922
10266,10266,0,-111513995,0,0,1922
10267,10267,0,-111513995,0,0,1922
10268,10268,0,-111513995,0,0,1922
10269,10269,0,-111513995,0,0,1922
10270,10270,0,-111513995,0,0,1922
10271,10271,0,-111513995,0,0,1922
10272,10272,0,-111513995,0,0,1922
10273,10273,0,-111513995,0,0,1922
10274,10274,0,-111762963,0,0,1922
10275,10275,0,-111762963,0,0,1922
10276,10276,0,-111762963,0,0,1922
10277,10277,0,-111762963,0,0,1922
10278,10278,0,-111762963,0,0,1922
10279,10279,0,-111762963,0,0,1922
10280,10280,0,-111762963,0,0,1922
10281,10281,0,-111762963,0,0,1922
10282,10282,0,-111762963,0,0,1922
10283,10283,0,-111762963,0,0,1922
10284,10284,0,-111762963,0,0,1922
10285,10285,0,-111762963,0,0,1922
10286,10286,0,-111762963,0,0,1922
10287,10287,0,-111762963,0,0,1922
10288,10288,0,-111762963,0,0,1922
10289,10289,0,-111762963,0,0,1922
10290,10290,0,-111762963,0,0,1922
10291,10291,0,-111762963,0,0,1922
10292,10292,0,-111762963,0,0,1922
10293,10293,0,-111762963,0,0,1922
10294,10294,0,-111762963,0,0,1922
10295,10295,0,-111762963,0,0,1922
10296,10296,0,-111762963,0,0,1922
10297,10297,0,-111762963,0,0,1922
10298,10298,0,-111762963,0,0,1922
10299,10299,0,-111762963,0,0,1922
10300,10300,0,-111762963,0,0,1922
10301,10301,0,-111762963,0,0,1922
10302,10302,0,-111762963,0,0,1922
10303,10303,0,-111762963,0,0,1922
10304,10304,0,-111762963,0,0,1922
10305,10305,0,-111762963,0,0,1922
10306,10306,0,-111762963,0,0,1922
10307,10307,0,-111762963,0,0,1922
10308,10308,0,-111762963,0,0,1922
10309,10309,0,-111762963,0,0,1922
10310,10310,0,-111762963,0,0,1922
10311,10311,0,-111762963,0,0,1922
10312,10312,0,-111762963,0,0,1922
10313,10313,0,-111762963,0,0,1922
10314,10314,0,-111762963,0,0,1922
10315,10315,0,-111762963,0,0,1922
10316,10316,0,-111762963,0,0,1922
10317,10317,0,-111762963,0,0,1922
10318,10318,0,-111762963,0,0,1922
10319,10319,0,-111762963,0,0,1922
10320,10320,0,-111762963,0,0,1922
10321,10321,0,-111762963,0,0,1922
10322,10322,0,-111762963,0,0,1922
10323,10323,0,-111762963,0,0,1922
10324,10324,0,-111762963,0,0,1922
10325,10325,0,-111762963,0,0,1922
10326,10326,0,-111762963,0,0,1922
10327,10327,0,-111762963,0,0,1922
10328,10328,0,-111762963,0,0,1922
10329,10329,0,-111762963,0,0,1922
10330,10330,0,-111762963,0,0,1922
10331,10331,0,-111762963,0,0,1922
10332,10332,0,-111762963,0,0,1922
10333,10333,0,-111762963,0,0,1922
10334,10334,0,-111762963,0,0,1922
10335,10335,0,-111762963,0,0,1922
10336,10336,0,-111762963,0,0,1922
10337,10337,0,-111762963,0,0,1922
10338,10338,0,-111762963,0,0,1922
10339,10339,0,-111762963,0,0,1922
10340,10340,0,-111762963,0,0,1922
10341,10341,0,-111762963,0,0,1922
10342,10342,0,-111762963,0,0,1922
10343,10343,0,-111762963,0,0,1922
10344,10344,0,-111762963,0,0,1922
10345,10345,0,-111762963,0,0,1922
10346,10346,0,-111762963,0,0,1922
10347,10347,0,-111762963,0,0,1922
10348,10348,0,-111762963,0,0,1922
10349,10349,0,-111762963,1,0,1922
10350,10350,0,-111762963,0,0,1922
10351,10351,0,-111762963,0,0,1922
10352,10352,0,-111762963,0,0,1922
10353,10353,0,-111762963,0,0,1922
10354,10354,0,-111762963,0,0,1922
10355,10355,0,-111762963,0,0,1922
10356,10356,0,-111762963,0,0,1922
10357,10357,0,-111762963,0,0,1922
10358,10358,0,-111762963,0,0,1922
10359,10359,0,-111762963,0,0,1922
10360,10360,0,-111762963,0,0,1922
10361,10361,0,-111762963,0,0,1922
10362,10362,0,-111762963,0,0,1922
10363,10363,0,-111762963,0,0,1922
10364,10364,0,-111762963,0,0,1922
10365,10365,0,-111762963,0,0,1922
10366,10366,0,-111762963,0,0,1922
10367,10367,0,-111762963,0,0,1922
10368,10368,0,-111762963,0,0,1922
10369,10369,0,-111762963,0,0,1922
10370,10370,0,-111762963,0,0,1922
10371,10371,0,-111762963,0,0,1922
10372,10372,0,-111762963,0,0,1922
10373,10373,0,-111762963,0,0,1922
10374,10374,0,-109089948,0,0,1922
10375,10375,0,-109089948,0,0,1922
10376,10376,0,-109089948,0,0,1922
10377,10377,0,-109089948,0,0,1922
10378,10378,0,-109089948,0,0,1922
10379,10379,0,-109089948,0,0,1922
10380,10380,0,-109089948,0,0,1922
10381,10381,0,-109089948,0,0,1922
10382,10382,0,-109089948,0,0,1922
10383,10383,0,-109089948,0,0,1922
10384,10384,0,-109089948,0,0,1922
10385,10385,0,-109089948,0,0,1922
10386,10386,0,-109089948,0,0,1922
10387,10387,0,-109089948,0,0,1922
10388,10388,0,-109089948,0,0,1922
10389,10389,0,-109089948,0,0,1922
10390,10390,0,-109089948,0,0,1922
10391,10391,0,-109089948,0,0,1922
10392,10392,0,-109089948,0,0,1922
10393,10393,0,-109089948,0,0,1922
10394,10394,0,-109089948,0,0,1922
10395,10395,0,-109089948,0,0,1922
10396,10396,0,-109089948,0,0,1922
10397,10397,0,-109089948,0,0,1922
10398,10398,0,-109089948,0,0,1922
10399,10399,0,-109089948,0,0,1922
10400,10400,0,-109089948,0,0,1922
10401,10401,0,-109089948,0,0,1922
10402,10402,0,-109089948,0,0,1922
10403,10403,0,-109089948,0,0,1922
10404,10404,0,-109089948,0,0,1922
10405,10405,0,-109089948,0,0,1922
10406,10406,0,-109089948,0,0,1922
10407,10407,0,-109089948,0,0,1922
10408,10408,0,-109089948,0,0,1922
10409,10409,0,-109089948,0,0,1922
10410,10410,0,-109089948,0,0,1922
10411,10411,0,-109089948,0,0,1922
10412,10412,0,-109089948,0,0,1922
10413,10413,0,-109089948,0,0,1922
10414,10414,0,-109089948,0,0,1922
10415,10415,0,-109089948,0,0,1922
10416,10416,0,-109089948,0,0,1922
10417,10417,0,-109089948,0,0,1922
10418,10418,0,-109089948,0,0,1922
10419,10419,0,-109089948,0,0,1922
10420,10420,0,-109089948,0,0,1922
10421,10421,0,-109089948,0,0,1922
10422,10422,0,-109089948,0,0,1922
10423,10423,0,-109089948,0,0,1922
10424,10424,0,-109089948,0,0,1922
10425,10425,0,-109089948,0,0,1922
10426,10426,0,-109089948,0,0,1922
10427,10427,0,-109089948,0,0,1922
10428,10428,0,-109089948,0,0,1922
10429,10429,0,-109089948,0,0,1922
10430,10430,0,-109089948,0,0,1922
10431,10431,0,-109089948,0,0,1922
10432,10432,0,-109089948,0,0,1922
10433,10433,0,-109089948,0,0,1922
10434,10434,0,-109089948,0,0,1922
10435,10435,0,-109089948,0,0,1922
10436,10436,0,-109089948,0,0,1922
10437,10437,0,-109089948,0,0,1922
10438,10438,0,-109089948,0,0,1943
10439,10439,0,-109089948,0,0,1943
10440,10440,0,-109089948,0,0,1943
10441,10441,0,-109089948,0,0,1943
10442,10442,0,-109089948,0,0,1943
10443,10443,0,-109089948,0,0,1943
10444,10444,0,-109089948,0,0,1943
10445,10445,0,-109089948,0,0,1943
10446,10446,0,-109089948,0,0,1943
10447,10447,0,-109089948,0,0,1943
10448,10448,0,-109089948,0,0,1943
10449,10449,0,-109089948,1,0,1943
10450,10450,0,-109089948,0,0,1943
10451,10451,0,-109089948,0,0,1943
10452,10452,0,-109089948,0,0,1943
10453,10453,0,-109089948,0,0,1943
10454,10454,0,-109089948,0,0,1943
10455,10455,0,-109089948,0,0,1943
10456,10456,0,-109089948,0,0,1943
10457,10457,0,-109089948,0,0,1943
10458,10458,0,-109089948,0,0,1943
10459,10459,0,-109089948,0,0,1943
10460,10460,0,-109089948,0,0,1943
10461,10461,0,-109089948,0,0,1943
10462,10462,0,-109089948,0,0,1943
10463,10463,0,-109089948,0,0,1943
10464,10464,0,-109089948,0,0,1943
10465,10465,0,-109089948,0,0,1943
10466,10466,0,-109089948,0,1,1943
10467,10467,0,-109089948,0,0,1943
10468,10468,0,-109089948,0,0,1943
10469,10469,0,-109089948,0,0,1943
10470,10470,0,-109089948,0,0,1943
10471,10471,0,-109089948,0,0,1943
10472,10472,0,-109089948,0,0,1943
10473,10473,0,-109089948,0,0,1943
10474,10474,0,-106526473,0,0,1943
10475,10475,0,-106526473,0,0,1943
10476,10476,0,-106526473,0,0,1943
10477,10477,0,-106526473,0,0,1943
10478,10478,0,-106526473,0,0,1943
10479,10479,0,-106526473,0,0,1943
10480,10480,0,-106526473,0,0,1943
10481,10481,0,-106526473,0,0,1943
10482,10482,0,-106526473,0,0,1943
10483,10483,0,-106526473,0,0,1943
10484,10484,0,-106526473,0,0,1943
10485,10485,0,-106526473,0,0,1943
10486,10486,0,-106526473,0,0,1943
10487,10487,0,-106526473,0,0,1943
10488,10488,0,-106526473,0,0,1943
10489,10489,0,-106526473,0,0,1943
10490,10490,0,-106526473,0,0,1943
10491,10491,0,-106526473,0,0,1943
10492,10492,0,-106526473,0,0,1943
10493,10493,0,-106526473,0,0,1943
10494,10494,0,-106526473,0,0,1943
10495,10495,0,-106526473,0,0,1943
10496,10496,0,-106526473,0,0,1943
10497,10497,0,-106526473,0,0,1943
10498,10498,0,-106526473,0,0,1943
10499,10499,0,-106526473,0,0,1943
10500,10500,0,-106526473,0,0,1943
10501,10501,0,-106526473,0,0,1943
10502,10502,0,-106526473,0,0,1943
10503,10503,0,-106526473,0,0,1943
10504,10504,0,-106526473,0,0,1943
10505,10505,0,-106526473,0,0,1943
10506,10506,0,-106526473,0,0,1943
10507,10507,0,-106526473,0,0,1943
10508,10508,0,-106526473,0,0,1943
10509,10509,0,-106526473,0,0,1943
10510,10510,0,-106526473,0,0,1943
10511,10511,0,-106526473,0,0,1943
10512,10512,0,-106526473,0,0,1943
10513,10513,0,-106526473,0,0,1943
10514,10514,0,-106526473,0,0,1943
10515,10515,0,-106526473,0,0,1943
10516,10516,0,-106526473,0,0,1943
10517,10517,0,-106526473,0,0,1943
10518,10518,0,-106526473,0,0,1943
10519,10519,0,-106526473,0,0,1943
10520,10520,0,-106526473,0,0,1943
10521,10521,0,-106526473,0,0,1943
10522,10522,0,-106526473,0,0,1943
10523,10523,0,-106526473,0,0,1943
10524,10524,0,-106526473,0,0,1943
10525,10525,0,-106526473,0,0,1943
10526,10526,0,-106526473,0,0,1943
10527,10527,0,-106526473,0,0,1943
10528,10528,0,-106526473,0,0,1943
10529,10529,0,-106526473,0,0,1943
10530,10530,0,-106526473,0,0,1943
10531,10531,0,-106526473,0,0,1943
10532,10532,0,-106526473,0,0,1943
10533,10533,0,-106526473,0,0,1943
10534,10534,0,-106526473,0,0,1943
10535,10535,0,-106526473,0,0,1943
10536,10536,0,-106526473,0,0,1943
10537,10537,0,-106526473,0,0,1943
10538,10538,0,-106526473,0,0,1943
10539,10539,0,-106526473,0,0,1943
10540,10540,0,-106526473,0,0,1943
10541,10541,0,-106526473,0,0,1943
10542,10542,0,-106526473,0,0,1943
10543,10543,0,-106526473,0,0,1943
10544,10544,0,-106526473,0,0,1943
10545,10545,0,-106526473,0,0,1943
10546,10546,0,-106526473,0,0,1943
10547,10547,0,-106526473,0,0,1943
10548,10548,0,-106526473,0,0,1943
10549,10549,0,-106526473,1,0,1943
10550,10550,0,-106526473,0,0,1943
10551,10551,0,-106526473,0,0,1943
10552,10552,0,-106526473,0,0,1943
10553,10553,0,-106526473,0,0,1943
10554,10554,0,-106526473,0,0,1943
10555,10555,0,-106526473,0,0,1943
10556,10556,0,-106526473,0,0,1943
10557,10557,0,-106526473,0,0,1943
10558,10558,0,-106526473,0,0,1943
10559,10559,0,-106526473,0,0,1943
10560,10560,0,-106526473,0,0,1943
10561,10561,0,-106526473,0,0,1943
10562,10562,0,-106526473,0,0,1943
10563,10563,0,-106526473,0,0,1943
10564,10564,0,-106526473,0,0,1943
10565,10565,0,-106526473,0,0,1943
10566,10566,0,-106526473,0,0,1943
10567,10567,0,-106526473,0,0,1943
10568,10568,0,-106526473,0,0,1943
10569,10569,0,-106526473,0,0,1943
10570,10570,0,-106526473,0,0,1943
10571,10571,0,-106526473,0,0,1943
10572,10572,0,-106526473,0,0,1943
10573,10573,0,-106526473,0,0,1943
10574,10574,0,-101807971,0,0,1943
10575,10575,0,-101807971,0,0,1943
10576,10576,0,-101807971,0,0,1943
10577,10577,0,-101807971,0,0,1943
10578,10578,0,-101807971,0,0,1943
10579,10579,0,-101807971,0,0,1943
10580,10580,0,-101807971,0,0,1943
10581,10581,0,-101807971,0,0,1943
10582,10582,0,-101807971,0,0,1943
10583,10583,0,-101807971,0,0,1943
10584,10584,0,-101807971,0,0,1943
10585,10585,0,-101807971,0,0,1943
10586,10586,0,-101807971,0,0,1943
10587,10587,0,-101807971,0,0,1943
10588,10588,0,-101807971,0,0,1943
10589,10589,0,-101807971,0,0,1943
10590,10590,0,-101807971,0,0,1943
10591,10591,0,-101807971,0,0,1943
10592,10592,0,-101807971,0,0,1943
10593,10593,0,-101807971,0,0,1943
10594,10594,0,-101807971,0,0,1943
10595,10595,0,-101807971,0,0,1943
10596,10596,0,-101807971,0,0,1943
10597,10597,0,-101807971,0,0,1943
10598,10598,0,-101807971,0,0,1943
10599,10599,0,-101807971,0,0,1943
10600,10600,0,-101807971,0,0,1943
10601,10601,0,-101807971,0,0,1943
10602,10602,0,-101807971,0,0,1943
10603,10603,0,-101807971,0,0,1943
10604,10604,0,-101807971,0,0,1943
10605,10605,0,-101807971,0,0,1943
10606,10606,0,-101807971,0,0,1943
10607,10607,0,-101807971,0,0,1943
10608,10608,0,-101807971,0,0,1943
10609,10609,0,-101807971,0,0,1943
10610,10610,0,-101807971,0,0,1943
10611,10611,0,-101807971,0,0,1943
10612,10612,0,-101807971,0,0,1943
10613,10613,0,-101807971,0,0,1943
10614,10614,0,-101807971,0,0,1943
10615,10615,0,-101807971,0,0,1943
10616,10616,0,-101807971,0,0,1943
10617,10617,0,-101807971,0,0,1943
10618,10618,0,-101807971,0,0,1943
10619,10619,0,-101807971,0,0,1943
10620,10620,0,-101807971,0,0,1943
10621,10621,0,-101807971,0,0,1943
10622,10622,0,-101807971,0,0,1943
10623,10623,0,-101807971,0,0,1943
10624,10624,0,-101807971,0,0,1943
10625,10625,0,-101807971,0,0,1943
10626,10626,0,-101807971,0,0,1943
10627,10627,0,-101807971,0,0,1943
10628,10628,0,-101807971,0,0,1943
10629,10629,0,-101807971,0,0,1943
10630,10630,0,-101807971,0,0,1943
10631,10631,0,-101807971,0,0,1943
10632,10632,0,-101807971,0,0,1943
10633,10633,0,-101807971,0,0,1943
10634,10634,0,-101807971,0,0,1943
10635,10635,0,-101807971,0,0,1943
10636,10636,0,-101807971,0,0,1943
10637,10637,0,-101807971,0,0,1943
10638,10638,0,-101807971,0,0,1943
10639,10639,0,-101807971,0,0,1943
10640,10640,0,-101807971,0,0,1943
10641,10641,0,-101807971,0,0,1943
10642,10642,0,-101807971,0,0,1943
10643,10643,0,-101807971,0,0,1943
10644,10644,0,-101807971,0,0,1943
10645,10645,0,-101807971,0,0,1943
10646,10646,0,-101807971,0,0,1943
10647,10647,0,-101807971,0,0,1943
10648,10648,0,-101807971,0,0,1943
10649,10649,0,-101807971,1,0,1943
10650,10650,0,-101807971,0,0,1943
10651,10651,0,-101807971,0,0,1943
10652,10652,0,-101807971,0,0,1943
10653,10653,0,-101807971,0,0,1943
10654,10654,0,-101807971,0,0,1943
10655,10655,0,-101807971,0,0,1943
10656,10656,0,-101807971,0,0,1943
10657,10657,0,-101807971,0,0,1943
10658,10658,0,-101807971,0,0,1943
10659,10659,0,-101807971,0,0,1943
10660,10660,0,-101807971,0,0,1943
10661,10661,0,-101807971,0,0,1943
10662,10662,0,-101807971,0,0,1943
10663,10663,0,-101807971,0,0,1943
10664,10664,0,-101807971,0,0,1943
10665,10665,0,-101807971,0,0,1943
10666,10666,0,-101807971,0,0,1943
10667,10667,0,-101807971,0,0,1943
10668,10668,0,-101807971,0,0,1943
10669,10669,0,-101807971,0,0,1943
10670,10670,0,-101807971,0,0,1943
10671,10671,0,-101807971,0,0,1943
10672,10672,0,-101807971,0,0,1943
10673,10673,0,-101807971,0,0,1943
10674,10674,0,-91965415,0,0,1943
10675,10675,0,-91965415,0,0,1943
10676,10676,0,-91965415,0,0,1943
10677,10677,0,-91965415,0,0,1943
10678,10678,0,-91965415,0,0,1943
10679,10679,0,-91965415,0,0,1943
10680,10680,0,-91965415,0,0,1943
10681,10681,0,-91965415,0,0,1943
10682,10682,0,-91965415,0,0,1943
10683,10683,0,-91965415,0,0,1943
10684,10684,0,-91965415,0,0,1943
10685,10685,0,-91965415,0,0,1943
10686,10686,0,-91965415,0,0,1943
10687,10687,0,-91965415,0,0,1943
10688,10688,0,-91965415,0,0,1943
10689,10689,0,-91965415,0,0,1943
10690,10690,0,-91965415,0,0,1943
10691,10691,0,-91965415,0,0,1943
10692,10692,0,-91965415,0,0,1943
10693,10693,0,-91965415,0,0,1943
10694,10694,0,-91965415,0,0,1943
10695,10695,0,-91965415,0,0,1943
10696,10696,0,-91965415,0,0,1943
10697,10697,0,-91965415,0,0,1943
10698,10698,0,-91965415,0,0,1943
10699,10699,0,-91965415,0,0,1943
10700,10700,0,-91965415,0,0,1943
10701,10701,0,-91965415,0,0,1943
10702,10702,0,-91965415,0,0,1943
10703,10703,0,-91965415,0,0,1943
10704,10704,0,-91965415,0,0,1943
10705,10705,0,-91965415,0,0,1943
10706,10706,0,-91965415,0,0,1943
10707,10707,0,-91965415,0,0,1943
10708,10708,0,-91965415,0,0,1943
10709,10709,0,-91965415,0,0,1943
10710,10710,0,-91965415,0,0,1943
10711,10711,0,-91965415,0,0,1943
10712,10712,0,-91965415,0,0,1943
10713,10713,0,-91965415,0,0,1943
10714,10714,0,-91965415,0,0,1943
10715,10715,0,-91965415,0,0,1943
10716,10716,0,-91965415,0,0,1943
10717,10717,0,-91965415,0,0,1943
10718,10718,0,-91965415,0,0,1943
10719,10719,0,-91965415,0,0,1943
10720,10720,0,-91965415,0,0,1943
10721,10721,0,-91965415,0,0,1943
10722,10722,0,-91965415,0,0,1943
10723,10723,0,-91965415,0,0,1943
10724,10724,0,-91965415,0,0,1943
10725,10725,0,-91965415,0,0,1943
10726,10726,0,-91965415,0,0,1943
10727,10727,0,-91965415,0,0,1943
10728,10728,0,-91965415,0,0,1943
10729,10729,0,-91965415,0,0,1943
10730,10730,0,-91965415,0,0,1943
10731,10731,0,-91965415,0,0,1943
10732,10732,0,-91965415,0,0,1943
10733,10733,0,-91965415,0,0,1943
10734,10734,0,-91965415,0,0,1943
10735,10735,0,-91965415,0,0,1943
10736,10736,0,-91965415,0,0,1943
10737,10737,0,-91965415,0,0,1943
10738,10738,0,-91965415,0,0,1943
10739,10739,0,-91965415,0,0,1943
10740,10740,0,-91965415,0,0,1943
10741,10741,0,-91965415,0,0,1943
10742,10742,0,-91965415,0,0,1943
10743,10743,0,-91965415,0,0,1943
10744,10744,0,-91965415,0,0,1943
10745,10745,0,-91965415,0,0,1943
10746,10746,0,-91965415,0,0,1943
10747,10747,0,-91965415,0,0,1943
10748,10748,0,-91965415,0,0,1943
10749,10749,0,-91965415,1,0,1943
10750,10750,0,-91965415,0,0,1943
10751,10751,0,-91965415,0,0,1943
10752,10752,0,-91965415,0,0,1943
10753,10753,0,-91965415,0,0,1943
10754,10754,0,-91965415,0,0,1943
10755,10755,0,-91965415,0,0,1943
10756,10756,0,-91965415,0,0,1943
10757,10757,0,-91965415,0,0,1943
10758,10758,0,-91965415,0,0,1943
10759,10759,0,-91965415,0,0,1943
10760,10760,0,-91965415,0,0,1943
10761,10761,0,-91965415,0,0,1943
10762,10762,0,-91965415,0,0,1943
10763,10763,0,-91965415,0,0,1943
10764,10764,0,-91965415,0,0,1943
10765,10765,0,-91965415,0,0,1943
10766,10766,0,-91965415,0,0,1943
10767,10767,0,-91965415,0,0,1943
10768,10768,0,-91965415,0,0,1943
10769,10769,0,-91965415,0,0,1943
10770,10770,0,-91965415,0,0,1943
10771,10771,0,-91965415,0,0,1943
10772,10772,0,-91965415,0,0,1943
10773,10773,0,-91965415,0,0,1943
10774,10774,0,-82191422,0,0,1943
10775,10775,0,-82191422,0,0,1943
10776,10776,0,-82191422,0,0,1943
10777,10777,0,-82191422,0,0,1943
10778,10778,0,-82191422,0,0,1943
10779,10779,0,-82191422,0,0,1943
10780,10780,0,-82191422,0,0,1943
10781,10781,0,-82191422,0,0,1943
10782,10782,0,-82191422,0,0,1943
10783,10783,0,-82191422,0,0,1943
10784,10784,0,-82191422,0,0,1943
10785,10785,0,-82191422,0,0,1943
10786,10786,0,-82191422,0,0,1943
10787,10787,0,-82191422,0,0,1943
10788,10788,0,-82191422,0,0,1943
10789,10789,0,-82191422,0,0,1943
10790,10790,0,-82191422,0,0,1943
10791,10791,0,-82191422,0,0,1943
10792,10792,0,-82191422,0,0,1943
10793,10793,0,-82191422,0,0,1943
10794,10794,0,-82191422,0,0,1943
10795,10795,0,-82191422,0,0,1943
10796,10796,0,-82191422,0,0,1943
10797,10797,0,-82191422,0,0,1943
10798,10798,0,-82191422,0,0,1943
10799,10799,0,-82191422,0,0,1943
10800,10800,0,-82191422,0,0,1943
10801,10801,0,-82191422,0,0,1943
10802,10802,0,-82191422,0,0,1943
10803,10803,0,-82191422,0,0,1943
10804,10804,0,-82191422,0,0,1943
10805,10805,0,-82191422,0,0,1943
10806,10806,0,-82191422,0,0,1943
10807,10807,0,-82191422,0,0,1943
10808,10808,0,-82191422,0,0,1943
10809,10809,0,-82191422,0,0,1943
10810,10810,0,-82191422,0,0,1943
10811,10811,0,-82191422,0,0,1943
10812,10812,0,-82191422,0,0,1943
10813,10813,0,-82191422,0,0,1943
10814,10814,0,-82191422,0,0,1943
10815,10815,0,-82191422,0,0,1943
10816,10816,0,-82191422,0,0,1943
10817,10817,0,-82191422,0,0,1943
10818,10818,0,-82191422,0,0,1943
10819,10819,0,-82191422,0,0,1943
10820,10820,0,-82191422,0,0,1943
10821,10821,0,-82191422,0,0,1943
10822,10822,0,-82191422,0,0,1943
10823,10823,0,-82191422,0,0,1943
10824,10824,0,-82191422,0,0,1943
10825,10825,0,-82191422,0,0,1943
10826,10826,0,-82191422,0,0,1943
10827,10827,0,-82191422,0,0,1943
10828,10828,0,-82191422,0,0,1943
10829,10829,0,-82191422,0,0,1943
10830,10830,0,-82191422,0,0,1943
10831,10831,0,-82191422,0,0,1943
10832,10832,0,-82191422,0,0,1943
10833,10833,0,-82191422,0,0,1943
10834,10834,0,-82191422,0,0,1943
10835,10835,0,-82191422,0,0,1943
10836,10836,0,-82191422,0,0,1943
10837,10837,0,-82191422,0,0,1943
10838,10838,0,-82191422,0,0,1943
10839,10839,0,-82191422,0,0,1943
10840,10840,0,-82191422,0,0,1943
10841,10841,0,-82191422,0,0,1943
10842,10842,0,-82191422,0,0,1943
10843,10843,0,-82191422,0,0,1943
10844,10844,0,-82191422,0,0,1943
10845,10845,0,-82191422,0,0,1943
10846,10846,0,-82191422,0,0,1943
10847,10847,0,-82191422,0,0,1943
10848,10848,0,-82191422,0,0,1943
10849,10849,0,-82191422,1,0,1943
10850,10850,0,-82191422,0,0,1943
10851,10851,0,-82191422,0,0,1943
10852,10852,0,-82191422,0,0,1943
10853,10853,0,-82191422,0,0,1943
10854,10854,0,-82191422,0,0,1943
10855,10855,0,-82191422,0,0,1943
10856,10856,0,-82191422,0,0,1943
10857,10857,0,-82191422,0,0,1943
10858,10858,0,-82191422,0,0,1943
10859,10859,0,-82191422,0,0,1943
10860,10860,0,-82191422,0,0,1943
10861,10861,0,-82191422,0,0,1943
10862,10862,0,-82191422,0,0,1943
10863,10863,0,-82191422,0,0,1943
10864,10864,0,-82191422,0,0,1943
10865,10865,0,-82191422,0,0,1943
10866,10866,0,-82191422,0,0,1943
10867,10867,0,-82191422,0,0,1943
10868,10868,0,-82191422,0,0,1943
10869,10869,0,-82191422,0,0,1943
10870,10870,0,-82191422,0,0,1943
10871,10871,0,-82191422,0,0,1943
10872,10872,0,-82191422,0,0,1943
10873,10873,0,-82191422,0,0,1943
10874,10874,0,-72513739,0,0,1943
10875,10875,0,-72513739,0,0,1943
10876,10876,0,-72513739,0,0,1943
10877,10877,0,-72513739,0,0,1943
10878,10878,0,-72513739,0,0,1943
10879,10879,0,-72513739,0,0,1943
10880,10880,0,-72513739,0,0,1943
10881,10881,0,-72513739,0,0,1943
10882,10882,0,-72513739,0,0,1943
10883,10883,0,-72513739,0,0,1943
10884,10884,0,-72513739,0,0,1943
10885,10885,0,-72513739,0,0,1943
10886,10886,0,-72513739,0,0,1943
10887,10887,0,-72513739,0,0,1943
10888,10888,0,-72513739,0,0,1943
10889,10889,0,-72513739,0,0,1943
10890,10890,0,-72513739,0,0,1943
10891,10891,0,-72513739,0,0,1943
10892,10892,0,-72513739,0,0,1943
10893,10893,0,-72513739,0,0,1943
10894,10894,0,-72513739,0,0,1943
10895,10895,0,-72513739,0,0,1943
10896,10896,0,-72513739,0,0,1943
10897,10897,0,-72513739,0,0,1943
10898,10898,0,-72513739,0,0,1943
10899,10899,0,-72513739,0,0,1943
10900,10900,0,-72513739,0,0,1943
10901,10901,0,-72513739,0,0,1943
10902,10902,0,-72513739,0,0,1943
10903,10903,0,-72513739,0,0,1943
10904,10904,0,-72513739,0,0,1943
10905,10905,0,-72513739,0,0,1943
10906,10906,0,-72513739,0,0,1943
10907,10907,0,-72513739,0,0,1943
10908,10908,0,-72513739,0,0,1943
10909,10909,0,-72513739,0,0,1943
10910,10910,0,-72513739,0,0,1943
10911,10911,0,-72513739,0,0,1943
10912,10912,0,-72513739,0,0,1943
10913,10913,0,-72513739,0,0,1943
10914,10914,0,-72513739,0,0,1943
10915,10915,0,-72513739,0,0,1943
10916,10916,0,-72513739,0,0,1943
10917,10917,0,-72513739,0,0,1943
10918,10918,0,-72513739,0,0,1943
10919,10919,0,-72513739,0,0,1943
10920,10920,0,-72513739,0,0,1943
10921,10921,0,-72513739,0,0,1943
10922,10922,0,-72513739,0,0,1943
10923,10923,0,-72513739,0,0,1943
10924,10924,0,-72513739,0,0,1943
10925,10925,0,-72513739,0,0,1943
10926,10926,0,-72513739,0,0,1943
10927,10927,0,-72513739,0,0,1943
10928,10928,0,-72513739,0,0,1943
10929,10929,0,-72513739,0,0,1943
10930,10930,0,-72513739,0,0,1943
10931,10931,0,-72513739,0,0,1943
10932,10932,0,-72513739,0,0,1943
10933,10933,0,-72513739,0,0,1943
10934,10934,0,-72513739,0,0,1943
10935,10935,0,-72513739,0,0,1943
